strain	transcript	ens_gene	ext_gene	expression	pSTR	str_genotype	genotype	STRallele
JU3132	F47D12.4b.1	WBGene00001972	hmg-1.2	3.53961458247808	STR_13083	STR length	16	REF
JU3134	F47D12.4b.1	WBGene00001972	hmg-1.2	3.4649080665427	STR_13083	STR length	16	REF
JU3144	F47D12.4b.1	WBGene00001972	hmg-1.2	3.22871633305858	STR_13083	STR length	16	REF
JU323	F47D12.4b.1	WBGene00001972	hmg-1.2	2.71314749785262	STR_13083	STR length	16	REF
JU346	F47D12.4b.1	WBGene00001972	hmg-1.2	3.70666173944745	STR_13083	STR length	16	REF
JU360	F47D12.4b.1	WBGene00001972	hmg-1.2	3.4843774873159	STR_13083	STR length	16	REF
JU367	F47D12.4b.1	WBGene00001972	hmg-1.2	3.36230164724731	STR_13083	STR length	16	REF
JU394	F47D12.4b.1	WBGene00001972	hmg-1.2	4.17678405873583	STR_13083	STR length	16	REF
JU406	F47D12.4b.1	WBGene00001972	hmg-1.2	3.94027888452194	STR_13083	STR length	16	REF
JU440	F47D12.4b.1	WBGene00001972	hmg-1.2	3.50925004521247	STR_13083	STR length	16	REF
JU642	F47D12.4b.1	WBGene00001972	hmg-1.2	3.55842051494711	STR_13083	STR length	16	REF
JU782	F47D12.4b.1	WBGene00001972	hmg-1.2	3.5557193574682	STR_13083	STR length	16	REF
JU830	F47D12.4b.1	WBGene00001972	hmg-1.2	3.70139936024672	STR_13083	STR length	16	REF
JU847	F47D12.4b.1	WBGene00001972	hmg-1.2	4.21027075817955	STR_13083	STR length	16	REF
KR314	F47D12.4b.1	WBGene00001972	hmg-1.2	3.84185010987937	STR_13083	STR length	16	REF
MY16	F47D12.4b.1	WBGene00001972	hmg-1.2	3.24360722518231	STR_13083	STR length	16	REF
MY18	F47D12.4b.1	WBGene00001972	hmg-1.2	4.32538244493477	STR_13083	STR length	16	REF
MY1	F47D12.4b.1	WBGene00001972	hmg-1.2	3.11902569149265	STR_13083	STR length	16	REF
MY2147	F47D12.4b.1	WBGene00001972	hmg-1.2	3.58243119717398	STR_13083	STR length	16	REF
MY2212	F47D12.4b.1	WBGene00001972	hmg-1.2	3.87100747905645	STR_13083	STR length	16	REF
MY2573	F47D12.4b.1	WBGene00001972	hmg-1.2	4.02218121625772	STR_13083	STR length	16	REF
MY2585	F47D12.4b.1	WBGene00001972	hmg-1.2	3.35275362043341	STR_13083	STR length	16	REF
MY2713	F47D12.4b.1	WBGene00001972	hmg-1.2	3.47070818777455	STR_13083	STR length	16	REF
MY518	F47D12.4b.1	WBGene00001972	hmg-1.2	3.33338893536441	STR_13083	STR length	16	REF
MY772	F47D12.4b.1	WBGene00001972	hmg-1.2	4.10613065270816	STR_13083	STR length	16	REF
MY795	F47D12.4b.1	WBGene00001972	hmg-1.2	3.00519016640437	STR_13083	STR length	16	REF
MY920	F47D12.4b.1	WBGene00001972	hmg-1.2	3.60267469403217	STR_13083	STR length	16	REF
N2	F47D12.4b.1	WBGene00001972	hmg-1.2	3.37020881342248	STR_13083	STR length	16	REF
NIC166	F47D12.4b.1	WBGene00001972	hmg-1.2	4.0734406749505	STR_13083	STR length	16	REF
NIC199	F47D12.4b.1	WBGene00001972	hmg-1.2	3.041882418061	STR_13083	STR length	16	REF
NIC1	F47D12.4b.1	WBGene00001972	hmg-1.2	3.16003946696102	STR_13083	STR length	16	REF
NIC231	F47D12.4b.1	WBGene00001972	hmg-1.2	3.273991082745	STR_13083	STR length	16	REF
NIC242	F47D12.4b.1	WBGene00001972	hmg-1.2	3.18572801089814	STR_13083	STR length	16	REF
NIC251	F47D12.4b.1	WBGene00001972	hmg-1.2	3.8832932478488	STR_13083	STR length	16	REF
NIC252	F47D12.4b.1	WBGene00001972	hmg-1.2	3.17787203439375	STR_13083	STR length	16	REF
NIC255	F47D12.4b.1	WBGene00001972	hmg-1.2	3.2688468593625	STR_13083	STR length	16	REF
NIC259	F47D12.4b.1	WBGene00001972	hmg-1.2	3.57041534274265	STR_13083	STR length	16	REF
NIC265	F47D12.4b.1	WBGene00001972	hmg-1.2	4.25336399424689	STR_13083	STR length	16	REF
NIC266	F47D12.4b.1	WBGene00001972	hmg-1.2	2.92787683101358	STR_13083	STR length	16	REF
NIC267	F47D12.4b.1	WBGene00001972	hmg-1.2	3.31193590928315	STR_13083	STR length	16	REF
NIC268	F47D12.4b.1	WBGene00001972	hmg-1.2	3.83066524675638	STR_13083	STR length	16	REF
NIC277	F47D12.4b.1	WBGene00001972	hmg-1.2	4.15168966054434	STR_13083	STR length	16	REF
NIC2	F47D12.4b.1	WBGene00001972	hmg-1.2	3.90804917715853	STR_13083	STR length	16	REF
NIC3	F47D12.4b.1	WBGene00001972	hmg-1.2	3.72935464318059	STR_13083	STR length	16	REF
NIC501	F47D12.4b.1	WBGene00001972	hmg-1.2	3.39521373801772	STR_13083	STR length	16	REF
NIC511	F47D12.4b.1	WBGene00001972	hmg-1.2	3.67924039006182	STR_13083	STR length	16	REF
NIC515	F47D12.4b.1	WBGene00001972	hmg-1.2	3.57580897685408	STR_13083	STR length	16	REF
NIC523	F47D12.4b.1	WBGene00001972	hmg-1.2	3.55869207126427	STR_13083	STR length	16	REF
NIC526	F47D12.4b.1	WBGene00001972	hmg-1.2	4.14126262665614	STR_13083	STR length	16	REF
NIC527	F47D12.4b.1	WBGene00001972	hmg-1.2	3.40626968580058	STR_13083	STR length	16	REF
NIC528	F47D12.4b.1	WBGene00001972	hmg-1.2	3.71721826328271	STR_13083	STR length	16	REF
NIC529	F47D12.4b.1	WBGene00001972	hmg-1.2	3.95772596137393	STR_13083	STR length	16	REF
PS2025	F47D12.4b.1	WBGene00001972	hmg-1.2	4.09505677876101	STR_13083	STR length	16	REF
PX179	F47D12.4b.1	WBGene00001972	hmg-1.2	4.27733720002192	STR_13083	STR length	16	REF
QG2075	F47D12.4b.1	WBGene00001972	hmg-1.2	3.28103230836084	STR_13083	STR length	16	REF
QG556	F47D12.4b.1	WBGene00001972	hmg-1.2	3.73248637980207	STR_13083	STR length	16	REF
QW947	F47D12.4b.1	WBGene00001972	hmg-1.2	4.16929014129674	STR_13083	STR length	16	REF
QX1212	F47D12.4b.1	WBGene00001972	hmg-1.2	3.56270328923975	STR_13083	STR length	16	REF
QX1233	F47D12.4b.1	WBGene00001972	hmg-1.2	4.05833494280233	STR_13083	STR length	16	REF
QX1791	F47D12.4b.1	WBGene00001972	hmg-1.2	3.77753267424363	STR_13083	STR length	16	REF
QX1792	F47D12.4b.1	WBGene00001972	hmg-1.2	3.65725742157537	STR_13083	STR length	16	REF
QX1794	F47D12.4b.1	WBGene00001972	hmg-1.2	2.80510954677137	STR_13083	STR length	16	REF
RC301	F47D12.4b.1	WBGene00001972	hmg-1.2	3.94146890248815	STR_13083	STR length	16	REF
WN2050	F47D12.4b.1	WBGene00001972	hmg-1.2	3.70551728164939	STR_13083	STR length	16	REF
XZ1513	F47D12.4b.1	WBGene00001972	hmg-1.2	3.65437389680898	STR_13083	STR length	16	REF
XZ1515	F47D12.4b.1	WBGene00001972	hmg-1.2	3.7702554043604	STR_13083	STR length	16	REF
CX11271	F47D12.4b.1	WBGene00001972	hmg-1.2	1.40276333311022	STR_13083	STR length	15	ALT
CX11285	F47D12.4b.1	WBGene00001972	hmg-1.2	1.32041748130243	STR_13083	STR length	15	ALT
ECA363	F47D12.4b.1	WBGene00001972	hmg-1.2	3.78060609548047	STR_13083	STR length	15	ALT
ECA705	F47D12.4b.1	WBGene00001972	hmg-1.2	4.25691587491639	STR_13083	STR length	15	ALT
ECA743	F47D12.4b.1	WBGene00001972	hmg-1.2	4.38426083325323	STR_13083	STR length	15	ALT
ECA745	F47D12.4b.1	WBGene00001972	hmg-1.2	3.99080116856881	STR_13083	STR length	15	ALT
ECA923	F47D12.4b.1	WBGene00001972	hmg-1.2	4.50775077009123	STR_13083	STR length	15	ALT
ED3040	F47D12.4b.1	WBGene00001972	hmg-1.2	3.29395277388851	STR_13083	STR length	15	ALT
JU1242	F47D12.4b.1	WBGene00001972	hmg-1.2	2.42275412228723	STR_13083	STR length	15	ALT
JU1409	F47D12.4b.1	WBGene00001972	hmg-1.2	1.71243697941703	STR_13083	STR length	15	ALT
JU1491	F47D12.4b.1	WBGene00001972	hmg-1.2	2.0917684044279	STR_13083	STR length	15	ALT
JU2001	F47D12.4b.1	WBGene00001972	hmg-1.2	3.46583450805671	STR_13083	STR length	15	ALT
JU2131	F47D12.4b.1	WBGene00001972	hmg-1.2	2.22001165368545	STR_13083	STR length	15	ALT
JU2250	F47D12.4b.1	WBGene00001972	hmg-1.2	2.5783745520146	STR_13083	STR length	15	ALT
JU2519	F47D12.4b.1	WBGene00001972	hmg-1.2	1.76425422489008	STR_13083	STR length	15	ALT
JU2522	F47D12.4b.1	WBGene00001972	hmg-1.2	3.66623076493481	STR_13083	STR length	15	ALT
JU2526	F47D12.4b.1	WBGene00001972	hmg-1.2	3.33131393553713	STR_13083	STR length	15	ALT
JU2570	F47D12.4b.1	WBGene00001972	hmg-1.2	1.52257019058823	STR_13083	STR length	15	ALT
JU3140	F47D12.4b.1	WBGene00001972	hmg-1.2	3.11166002305384	STR_13083	STR length	15	ALT
JU397	F47D12.4b.1	WBGene00001972	hmg-1.2	3.54828130659636	STR_13083	STR length	15	ALT
JU774	F47D12.4b.1	WBGene00001972	hmg-1.2	0.125945444247853	STR_13083	STR length	15	ALT
JU775	F47D12.4b.1	WBGene00001972	hmg-1.2	2.75758051546072	STR_13083	STR length	15	ALT
JU778	F47D12.4b.1	WBGene00001972	hmg-1.2	2.32022869975287	STR_13083	STR length	15	ALT
JU792	F47D12.4b.1	WBGene00001972	hmg-1.2	2.66290904262586	STR_13083	STR length	15	ALT
LKC34	F47D12.4b.1	WBGene00001972	hmg-1.2	1.25139195546516	STR_13083	STR length	15	ALT
MY10	F47D12.4b.1	WBGene00001972	hmg-1.2	3.15353900563261	STR_13083	STR length	15	ALT
MY23	F47D12.4b.1	WBGene00001972	hmg-1.2	2.97158624258323	STR_13083	STR length	15	ALT
NIC207	F47D12.4b.1	WBGene00001972	hmg-1.2	2.92884405874446	STR_13083	STR length	15	ALT
NIC236	F47D12.4b.1	WBGene00001972	hmg-1.2	2.89629031170635	STR_13083	STR length	15	ALT
NIC256	F47D12.4b.1	WBGene00001972	hmg-1.2	1.74319760773532	STR_13083	STR length	15	ALT
NIC258	F47D12.4b.1	WBGene00001972	hmg-1.2	1.55781953693945	STR_13083	STR length	15	ALT
NIC260	F47D12.4b.1	WBGene00001972	hmg-1.2	1.77849780906057	STR_13083	STR length	15	ALT
NIC261	F47D12.4b.1	WBGene00001972	hmg-1.2	2.50093032095252	STR_13083	STR length	15	ALT
NIC271	F47D12.4b.1	WBGene00001972	hmg-1.2	3.66067168126822	STR_13083	STR length	15	ALT
NIC274	F47D12.4b.1	WBGene00001972	hmg-1.2	1.72997286638247	STR_13083	STR length	15	ALT
NIC275	F47D12.4b.1	WBGene00001972	hmg-1.2	-0.230745419205355	STR_13083	STR length	15	ALT
NIC276	F47D12.4b.1	WBGene00001972	hmg-1.2	3.58790418260798	STR_13083	STR length	15	ALT
NIC513	F47D12.4b.1	WBGene00001972	hmg-1.2	1.55054771965584	STR_13083	STR length	15	ALT
NIC514	F47D12.4b.1	WBGene00001972	hmg-1.2	2.21069712454378	STR_13083	STR length	15	ALT
QX1793	F47D12.4b.1	WBGene00001972	hmg-1.2	3.91024401971814	STR_13083	STR length	15	ALT
AB1	F54E7.9.1	WBGene00018831	F54E7.9	5.15903300588921	STR_13083	STR length	16	REF
BRC20067	F54E7.9.1	WBGene00018831	F54E7.9	4.66272538494327	STR_13083	STR length	16	REF
BRC20263	F54E7.9.1	WBGene00018831	F54E7.9	4.81266141202486	STR_13083	STR length	16	REF
CB4852	F54E7.9.1	WBGene00018831	F54E7.9	4.76105659694533	STR_13083	STR length	16	REF
CB4856	F54E7.9.1	WBGene00018831	F54E7.9	5.25360046175948	STR_13083	STR length	16	REF
CX11254	F54E7.9.1	WBGene00018831	F54E7.9	4.70363310660687	STR_13083	STR length	16	REF
CX11262	F54E7.9.1	WBGene00018831	F54E7.9	4.84485863972278	STR_13083	STR length	16	REF
CX11264	F54E7.9.1	WBGene00018831	F54E7.9	4.7126667766331	STR_13083	STR length	16	REF
CX11276	F54E7.9.1	WBGene00018831	F54E7.9	5.02534517966717	STR_13083	STR length	16	REF
CX11292	F54E7.9.1	WBGene00018831	F54E7.9	4.75435905886768	STR_13083	STR length	16	REF
CX11307	F54E7.9.1	WBGene00018831	F54E7.9	5.21935138658938	STR_13083	STR length	16	REF
CX11314	F54E7.9.1	WBGene00018831	F54E7.9	5.14120821088345	STR_13083	STR length	16	REF
CX11315	F54E7.9.1	WBGene00018831	F54E7.9	4.86497415281423	STR_13083	STR length	16	REF
DL200	F54E7.9.1	WBGene00018831	F54E7.9	5.0288020856014	STR_13083	STR length	16	REF
DL226	F54E7.9.1	WBGene00018831	F54E7.9	5.23204373561597	STR_13083	STR length	16	REF
DL238	F54E7.9.1	WBGene00018831	F54E7.9	5.08652184756416	STR_13083	STR length	16	REF
ECA189	F54E7.9.1	WBGene00018831	F54E7.9	5.01620618620166	STR_13083	STR length	16	REF
CB4855	F54E7.9.1	WBGene00018831	F54E7.9	5.12836210966468	STR_13083	STR length	16	REF
CB4857	F54E7.9.1	WBGene00018831	F54E7.9	4.76798551038958	STR_13083	STR length	16	REF
CB4858	F54E7.9.1	WBGene00018831	F54E7.9	5.11313499960441	STR_13083	STR length	16	REF
PB306	F54E7.9.1	WBGene00018831	F54E7.9	4.94999661267933	STR_13083	STR length	16	REF
ECA348	F54E7.9.1	WBGene00018831	F54E7.9	4.39766404102866	STR_13083	STR length	16	REF
ECA349	F54E7.9.1	WBGene00018831	F54E7.9	4.92257555020839	STR_13083	STR length	16	REF
ECA372	F54E7.9.1	WBGene00018831	F54E7.9	4.8990535211714	STR_13083	STR length	16	REF
ECA592	F54E7.9.1	WBGene00018831	F54E7.9	5.10901025580315	STR_13083	STR length	16	REF
ECA594	F54E7.9.1	WBGene00018831	F54E7.9	5.22755917429722	STR_13083	STR length	16	REF
ECA703	F54E7.9.1	WBGene00018831	F54E7.9	4.96755089841689	STR_13083	STR length	16	REF
ECA710	F54E7.9.1	WBGene00018831	F54E7.9	5.12700779725207	STR_13083	STR length	16	REF
ECA738	F54E7.9.1	WBGene00018831	F54E7.9	4.98464262496911	STR_13083	STR length	16	REF
ECA777	F54E7.9.1	WBGene00018831	F54E7.9	5.16610467169192	STR_13083	STR length	16	REF
ECA812	F54E7.9.1	WBGene00018831	F54E7.9	5.22144932575088	STR_13083	STR length	16	REF
ED3005	F54E7.9.1	WBGene00018831	F54E7.9	5.22592449101716	STR_13083	STR length	16	REF
ED3012	F54E7.9.1	WBGene00018831	F54E7.9	4.97435421359267	STR_13083	STR length	16	REF
ED3048	F54E7.9.1	WBGene00018831	F54E7.9	4.81971543326651	STR_13083	STR length	16	REF
ED3049	F54E7.9.1	WBGene00018831	F54E7.9	5.03928044359919	STR_13083	STR length	16	REF
ED3052	F54E7.9.1	WBGene00018831	F54E7.9	4.90966573437986	STR_13083	STR length	16	REF
ED3073	F54E7.9.1	WBGene00018831	F54E7.9	5.03089799281895	STR_13083	STR length	16	REF
ED3077	F54E7.9.1	WBGene00018831	F54E7.9	4.94305364779824	STR_13083	STR length	16	REF
EG4347	F54E7.9.1	WBGene00018831	F54E7.9	4.77432408936268	STR_13083	STR length	16	REF
EG4724	F54E7.9.1	WBGene00018831	F54E7.9	4.93077373127335	STR_13083	STR length	16	REF
EG4946	F54E7.9.1	WBGene00018831	F54E7.9	5.01010674977192	STR_13083	STR length	16	REF
GXW1	F54E7.9.1	WBGene00018831	F54E7.9	4.80377135817185	STR_13083	STR length	16	REF
JT11398	F54E7.9.1	WBGene00018831	F54E7.9	5.93876596296831	STR_13083	STR length	16	REF
JU1088	F54E7.9.1	WBGene00018831	F54E7.9	4.72410202376263	STR_13083	STR length	16	REF
JU1200	F54E7.9.1	WBGene00018831	F54E7.9	5.17006291459918	STR_13083	STR length	16	REF
JU1212	F54E7.9.1	WBGene00018831	F54E7.9	5.09403581828327	STR_13083	STR length	16	REF
JU1213	F54E7.9.1	WBGene00018831	F54E7.9	5.1007654892488	STR_13083	STR length	16	REF
JU1246	F54E7.9.1	WBGene00018831	F54E7.9	5.21661513897762	STR_13083	STR length	16	REF
JU1395	F54E7.9.1	WBGene00018831	F54E7.9	4.76755712134052	STR_13083	STR length	16	REF
JU1440	F54E7.9.1	WBGene00018831	F54E7.9	5.35968179658584	STR_13083	STR length	16	REF
JU1530	F54E7.9.1	WBGene00018831	F54E7.9	4.78958877646375	STR_13083	STR length	16	REF
JU1543	F54E7.9.1	WBGene00018831	F54E7.9	5.00482941088047	STR_13083	STR length	16	REF
JU1568	F54E7.9.1	WBGene00018831	F54E7.9	5.53676977387111	STR_13083	STR length	16	REF
JU1581	F54E7.9.1	WBGene00018831	F54E7.9	5.13157194784549	STR_13083	STR length	16	REF
JU1586	F54E7.9.1	WBGene00018831	F54E7.9	4.84948176795046	STR_13083	STR length	16	REF
JU1652	F54E7.9.1	WBGene00018831	F54E7.9	4.97914501351792	STR_13083	STR length	16	REF
JU1666	F54E7.9.1	WBGene00018831	F54E7.9	4.99638562937664	STR_13083	STR length	16	REF
JU1792	F54E7.9.1	WBGene00018831	F54E7.9	5.10696216284076	STR_13083	STR length	16	REF
JU1793	F54E7.9.1	WBGene00018831	F54E7.9	5.05925228516123	STR_13083	STR length	16	REF
JU1808	F54E7.9.1	WBGene00018831	F54E7.9	5.16509589560325	STR_13083	STR length	16	REF
JU1896	F54E7.9.1	WBGene00018831	F54E7.9	4.8701036551598	STR_13083	STR length	16	REF
JU1934	F54E7.9.1	WBGene00018831	F54E7.9	5.05561507228844	STR_13083	STR length	16	REF
JU2007	F54E7.9.1	WBGene00018831	F54E7.9	4.86623572079345	STR_13083	STR length	16	REF
JU2016	F54E7.9.1	WBGene00018831	F54E7.9	4.61280745498154	STR_13083	STR length	16	REF
JU2017	F54E7.9.1	WBGene00018831	F54E7.9	5.05457179310845	STR_13083	STR length	16	REF
JU2106	F54E7.9.1	WBGene00018831	F54E7.9	5.02493407962582	STR_13083	STR length	16	REF
JU2141	F54E7.9.1	WBGene00018831	F54E7.9	5.14216074420388	STR_13083	STR length	16	REF
JU2234	F54E7.9.1	WBGene00018831	F54E7.9	4.87320725319385	STR_13083	STR length	16	REF
JU2257	F54E7.9.1	WBGene00018831	F54E7.9	5.16331471676276	STR_13083	STR length	16	REF
JU2466	F54E7.9.1	WBGene00018831	F54E7.9	4.95170793984426	STR_13083	STR length	16	REF
JU2478	F54E7.9.1	WBGene00018831	F54E7.9	4.92531483928671	STR_13083	STR length	16	REF
JU2513	F54E7.9.1	WBGene00018831	F54E7.9	5.04416798412693	STR_13083	STR length	16	REF
JU2534	F54E7.9.1	WBGene00018831	F54E7.9	5.04052657418931	STR_13083	STR length	16	REF
JU2565	F54E7.9.1	WBGene00018831	F54E7.9	5.05669226161513	STR_13083	STR length	16	REF
JU2566	F54E7.9.1	WBGene00018831	F54E7.9	5.0974859213232	STR_13083	STR length	16	REF
JU2572	F54E7.9.1	WBGene00018831	F54E7.9	4.72871581363593	STR_13083	STR length	16	REF
JU2575	F54E7.9.1	WBGene00018831	F54E7.9	4.70565036172642	STR_13083	STR length	16	REF
JU2576	F54E7.9.1	WBGene00018831	F54E7.9	4.87967606347991	STR_13083	STR length	16	REF
JU2578	F54E7.9.1	WBGene00018831	F54E7.9	4.88564110593082	STR_13083	STR length	16	REF
JU2581	F54E7.9.1	WBGene00018831	F54E7.9	4.94929395888676	STR_13083	STR length	16	REF
JU2586	F54E7.9.1	WBGene00018831	F54E7.9	4.87930859889319	STR_13083	STR length	16	REF
JU2592	F54E7.9.1	WBGene00018831	F54E7.9	4.90027682503575	STR_13083	STR length	16	REF
JU2600	F54E7.9.1	WBGene00018831	F54E7.9	4.97220502060949	STR_13083	STR length	16	REF
JU2610	F54E7.9.1	WBGene00018831	F54E7.9	5.21416874108124	STR_13083	STR length	16	REF
JU2619	F54E7.9.1	WBGene00018831	F54E7.9	4.72850357284753	STR_13083	STR length	16	REF
JU2811	F54E7.9.1	WBGene00018831	F54E7.9	4.87499222722785	STR_13083	STR length	16	REF
JU2838	F54E7.9.1	WBGene00018831	F54E7.9	5.16425505786536	STR_13083	STR length	16	REF
JU2841	F54E7.9.1	WBGene00018831	F54E7.9	4.8402412909711	STR_13083	STR length	16	REF
JU2853	F54E7.9.1	WBGene00018831	F54E7.9	5.1198732178037	STR_13083	STR length	16	REF
JU2862	F54E7.9.1	WBGene00018831	F54E7.9	4.79402220237682	STR_13083	STR length	16	REF
JU2866	F54E7.9.1	WBGene00018831	F54E7.9	4.92375658156554	STR_13083	STR length	16	REF
JU2879	F54E7.9.1	WBGene00018831	F54E7.9	4.96112531621499	STR_13083	STR length	16	REF
JU2906	F54E7.9.1	WBGene00018831	F54E7.9	5.08050153379491	STR_13083	STR length	16	REF
JU2907	F54E7.9.1	WBGene00018831	F54E7.9	5.10766299438538	STR_13083	STR length	16	REF
JU310	F54E7.9.1	WBGene00018831	F54E7.9	4.91988633534868	STR_13083	STR length	16	REF
JU311	F54E7.9.1	WBGene00018831	F54E7.9	5.03243592720681	STR_13083	STR length	16	REF
JU3128	F54E7.9.1	WBGene00018831	F54E7.9	4.99673921804621	STR_13083	STR length	16	REF
JU3132	F54E7.9.1	WBGene00018831	F54E7.9	4.9442909131297	STR_13083	STR length	16	REF
JU3134	F54E7.9.1	WBGene00018831	F54E7.9	4.86989794110833	STR_13083	STR length	16	REF
JU3144	F54E7.9.1	WBGene00018831	F54E7.9	5.00909556124193	STR_13083	STR length	16	REF
JU323	F54E7.9.1	WBGene00018831	F54E7.9	4.59737153270672	STR_13083	STR length	16	REF
JU346	F54E7.9.1	WBGene00018831	F54E7.9	4.90203448411035	STR_13083	STR length	16	REF
JU360	F54E7.9.1	WBGene00018831	F54E7.9	4.85439952972598	STR_13083	STR length	16	REF
JU367	F54E7.9.1	WBGene00018831	F54E7.9	5.14987408830318	STR_13083	STR length	16	REF
JU394	F54E7.9.1	WBGene00018831	F54E7.9	5.13715814728905	STR_13083	STR length	16	REF
JU406	F54E7.9.1	WBGene00018831	F54E7.9	5.25428889200832	STR_13083	STR length	16	REF
JU440	F54E7.9.1	WBGene00018831	F54E7.9	4.92573032830205	STR_13083	STR length	16	REF
JU642	F54E7.9.1	WBGene00018831	F54E7.9	5.05773233327006	STR_13083	STR length	16	REF
JU782	F54E7.9.1	WBGene00018831	F54E7.9	4.85163821355167	STR_13083	STR length	16	REF
JU830	F54E7.9.1	WBGene00018831	F54E7.9	5.12516331739512	STR_13083	STR length	16	REF
JU847	F54E7.9.1	WBGene00018831	F54E7.9	4.91054013530926	STR_13083	STR length	16	REF
KR314	F54E7.9.1	WBGene00018831	F54E7.9	5.0721780701884	STR_13083	STR length	16	REF
MY16	F54E7.9.1	WBGene00018831	F54E7.9	5.05812276185009	STR_13083	STR length	16	REF
MY18	F54E7.9.1	WBGene00018831	F54E7.9	5.02811922395262	STR_13083	STR length	16	REF
MY1	F54E7.9.1	WBGene00018831	F54E7.9	5.00674650096939	STR_13083	STR length	16	REF
MY2147	F54E7.9.1	WBGene00018831	F54E7.9	5.0260054840864	STR_13083	STR length	16	REF
MY2212	F54E7.9.1	WBGene00018831	F54E7.9	4.92084705371798	STR_13083	STR length	16	REF
MY2573	F54E7.9.1	WBGene00018831	F54E7.9	4.86787760075076	STR_13083	STR length	16	REF
MY2585	F54E7.9.1	WBGene00018831	F54E7.9	5.42620105177635	STR_13083	STR length	16	REF
MY2713	F54E7.9.1	WBGene00018831	F54E7.9	5.00463810282751	STR_13083	STR length	16	REF
MY518	F54E7.9.1	WBGene00018831	F54E7.9	4.88393482508346	STR_13083	STR length	16	REF
MY772	F54E7.9.1	WBGene00018831	F54E7.9	5.11559201434504	STR_13083	STR length	16	REF
MY795	F54E7.9.1	WBGene00018831	F54E7.9	5.11941618341834	STR_13083	STR length	16	REF
MY920	F54E7.9.1	WBGene00018831	F54E7.9	5.00189296118216	STR_13083	STR length	16	REF
N2	F54E7.9.1	WBGene00018831	F54E7.9	4.99971154750115	STR_13083	STR length	16	REF
NIC166	F54E7.9.1	WBGene00018831	F54E7.9	4.95178454851008	STR_13083	STR length	16	REF
NIC199	F54E7.9.1	WBGene00018831	F54E7.9	5.25922250059154	STR_13083	STR length	16	REF
NIC1	F54E7.9.1	WBGene00018831	F54E7.9	4.52516461415903	STR_13083	STR length	16	REF
NIC231	F54E7.9.1	WBGene00018831	F54E7.9	4.82041029999698	STR_13083	STR length	16	REF
NIC242	F54E7.9.1	WBGene00018831	F54E7.9	4.98766124827739	STR_13083	STR length	16	REF
NIC251	F54E7.9.1	WBGene00018831	F54E7.9	5.09260510392047	STR_13083	STR length	16	REF
NIC252	F54E7.9.1	WBGene00018831	F54E7.9	5.13549800549537	STR_13083	STR length	16	REF
NIC255	F54E7.9.1	WBGene00018831	F54E7.9	4.88224861112268	STR_13083	STR length	16	REF
NIC259	F54E7.9.1	WBGene00018831	F54E7.9	4.92222841813624	STR_13083	STR length	16	REF
NIC265	F54E7.9.1	WBGene00018831	F54E7.9	5.07832929724842	STR_13083	STR length	16	REF
NIC266	F54E7.9.1	WBGene00018831	F54E7.9	5.10279042603437	STR_13083	STR length	16	REF
NIC267	F54E7.9.1	WBGene00018831	F54E7.9	4.83443431226362	STR_13083	STR length	16	REF
NIC268	F54E7.9.1	WBGene00018831	F54E7.9	4.78631860110697	STR_13083	STR length	16	REF
NIC277	F54E7.9.1	WBGene00018831	F54E7.9	4.76366205805756	STR_13083	STR length	16	REF
NIC2	F54E7.9.1	WBGene00018831	F54E7.9	4.9721586733599	STR_13083	STR length	16	REF
NIC3	F54E7.9.1	WBGene00018831	F54E7.9	5.02394851972969	STR_13083	STR length	16	REF
NIC501	F54E7.9.1	WBGene00018831	F54E7.9	4.97188540586838	STR_13083	STR length	16	REF
NIC511	F54E7.9.1	WBGene00018831	F54E7.9	5.01811412860199	STR_13083	STR length	16	REF
NIC515	F54E7.9.1	WBGene00018831	F54E7.9	5.04468671135267	STR_13083	STR length	16	REF
NIC523	F54E7.9.1	WBGene00018831	F54E7.9	5.08502396253686	STR_13083	STR length	16	REF
NIC526	F54E7.9.1	WBGene00018831	F54E7.9	4.85420568915602	STR_13083	STR length	16	REF
NIC527	F54E7.9.1	WBGene00018831	F54E7.9	5.01127743025358	STR_13083	STR length	16	REF
NIC528	F54E7.9.1	WBGene00018831	F54E7.9	5.17370889442608	STR_13083	STR length	16	REF
NIC529	F54E7.9.1	WBGene00018831	F54E7.9	5.16300922354061	STR_13083	STR length	16	REF
PS2025	F54E7.9.1	WBGene00018831	F54E7.9	4.97354110196012	STR_13083	STR length	16	REF
PX179	F54E7.9.1	WBGene00018831	F54E7.9	5.18910043448595	STR_13083	STR length	16	REF
QG2075	F54E7.9.1	WBGene00018831	F54E7.9	4.83810549548267	STR_13083	STR length	16	REF
QG556	F54E7.9.1	WBGene00018831	F54E7.9	4.66994411618122	STR_13083	STR length	16	REF
QW947	F54E7.9.1	WBGene00018831	F54E7.9	4.99717316022764	STR_13083	STR length	16	REF
QX1212	F54E7.9.1	WBGene00018831	F54E7.9	4.87781298439337	STR_13083	STR length	16	REF
QX1233	F54E7.9.1	WBGene00018831	F54E7.9	4.76830667234005	STR_13083	STR length	16	REF
QX1791	F54E7.9.1	WBGene00018831	F54E7.9	4.82323363648731	STR_13083	STR length	16	REF
QX1792	F54E7.9.1	WBGene00018831	F54E7.9	4.78535740056458	STR_13083	STR length	16	REF
